Industry,Country,Year,Attack_Type,Data_Type,Records_Compromised,Employee_Count,Security_Budget_Million_USD,Financial_Impact_Million_USD,Recovery_Time_Days,Incident_Severity,Baseline_Industry_Cost_Million_USD,Per_Record_Cost_USD,Estimated_Financial_Impact_Million_USD
Entertainment,Switzerland,2020.0,Supply_Chain,"PHI,Device_Data",917556.14,9567,13.4,86.3503,59,3.0,4.578,100.0,56.86
Government,Japan,2015.0,Ransomware,pii_customer,553791.64,8735,8.6,87.1302,7,1.0,4.238,100.0,90.36
Automotive,France,2019.0,Network_Breach,"Call_Records,PII",966953.41,9645,34.5,99.9616,53,3.0,4.657,100.0,92.98
Technology,Ireland,2020.0,Account_Takeover,"PII,Messages",998706.28,13440,19.6,99.9616,33,3.0,4.55,100.0,38.16
Healthcare,Russia,2016.0,DDoS,pii_customer,176512.29,10765,18.4,46.0345,42,3.0,8.404,100.0,29.33
Energy,United States,2020.0,OT_Attack,"SCADA_Data,Grid_Info",208826.83,12140,33.7,99.9616,64,3.0,4.662,100.0,63.19
Education,Brazil,2019.0,Ransomware,pii_customer,780923.82,45000,19.0,32.2998,29,2.0,8.44,100.0,45.28
Education,Russia,2022.0,Ransomware,pii_customer,862269.42,2700,8.8,11.2451,61,4.0,4.223,100.0,36.6
Technology,United States,2020.0,Data_Exposure,"PII,Messages",661618.44,11878,32.5,99.9616,68,3.0,4.792,100.0,41.89
IT,Japan,2015.0,DDoS,pii_customer,744914.26,8881,12.1,95.1179,26,2.0,4.212,100.0,90.64
Education,Germany,2024.0,SQL Injection,pii_customer,475000.06,2592,2.2,52.5744,38,2.0,4.237,100.0,65.43
Telecommunications,USA,2021.0,Ransomware,pii_customer,669836.73,45000,19.1,14.8462,29,2.0,4.216,100.0,14.13
Telecommunications,UK,2024.0,Malware,pii_customer,86412.61,22347,19.6,14.0642,64,4.0,4.227,100.0,9.8
Education,India,2017.0,DDoS,pii_customer,656455.13,3539,2.1,77.7003,67,4.0,3.376,100.0,63.76
Education,Russia,2017.0,Ransomware,pii_customer,477200.5,2528,2.1,49.8057,4,1.0,3.376,100.0,40.31
Retail,Japan,2017.0,Phishing,pii_customer,152193.42,22445,8.7,67.6192,67,4.0,4.226,100.0,14.11
Education,USA,2021.0,Phishing,pii_customer,359595.52,3432,2.1,40.9691,62,4.0,3.417,100.0,10.87
Pharmaceutical,United States,2020.0,Research_Theft,"Research_Data,IP",3213.8,23734,34.5,97.5961,60,3.0,4.805,,39.28
Healthcare,Singapore,2020.0,Insider_Threat,Cryptocurrency,143473.52,2300,12.5,99.9616,84,3.0,4.585,100.0,82.9
Hospitality,Spain,2020.0,POS_Malware,"Payment_Cards,PII",998706.28,20384,3.3,68.0028,27,3.0,4.702,100.0,55.97
Technology,Australia,2020.0,Insider_Threat,"IP,Customer_Data",924286.05,2704,2.1,22.7444,5,3.0,4.705,100.0,62.37
Healthcare,Brazil,2016.0,Man-in-the-Middle,pii_customer,132978.64,10513,19.3,35.0449,8,3.0,8.44,100.0,42.33
Banking,France,2017.0,Man-in-the-Middle,pii_customer,326020.34,8563,12.1,49.9549,5,1.0,4.235,100.0,92.13
Agriculture,United States,2020.0,Account_Takeover,"IP,Customer_Data",685704.65,2300,12.4,95.3146,19,3.0,4.814,100.0,54.84
IT,Australia,2021.0,DDoS,pii_customer,766386.15,9052,12.0,9.6632,1,1.0,4.219,100.0,7.61
Financial,Singapore,2020.0,Wallet_Hack,Cryptocurrency,572179.79,2398,12.5,99.9616,76,3.0,4.745,100.0,64.09
Telecommunications,Russia,2020.0,SQL Injection,pii_customer,187416.8,44419,34.4,46.5344,46,4.0,4.235,100.0,27.85
Banking,France,2018.0,Phishing,pii_customer,288208.37,8488,12.1,51.6839,35,4.0,8.44,100.0,35.01
Financial,Singapore,2020.0,Wallet_Hack,Cryptocurrency,59954.48,3289,12.0,99.9616,85,3.0,4.868,100.0,45.87
Financial,United Kingdom,2020.0,DDoS,"Financial,Transaction_Data",663047.33,3013,8.7,75.8965,14,3.0,4.676,100.0,50.96
Telecommunications,Brazil,2022.0,Phishing,pii_customer,721261.07,45000,34.5,13.366,49,4.0,4.221,100.0,16.28
Financial,Singapore,2020.0,Network_Breach,"Content,Subscriber_Data",198437.52,9030,33.3,98.8763,64,3.0,4.818,100.0,45.52
Healthcare,Japan,2018.0,DDoS,pii_customer,542802.51,10548,18.7,64.575,67,4.0,8.44,100.0,32.1
Healthcare,Japan,2020.0,Ransomware,pii_customer,357451.27,10793,19.3,91.3701,54,4.0,8.436,100.0,25.06
Retail,Japan,2024.0,DDoS,pii_customer,740099.47,22919,8.8,14.4307,45,4.0,3.806,100.0,14.86
Banking,Brazil,2015.0,DDoS,pii_customer,176483.74,9236,33.9,33.8671,3,1.0,4.222,100.0,6.18
Retail,Australia,2020.0,DDoS,pii_customer,654501.42,23567,8.9,99.5149,66,4.0,3.833,100.0,42.59
Banking,Japan,2017.0,Man-in-the-Middle,pii_customer,60258.36,8756,12.4,72.3661,14,3.0,3.786,100.0,18.35
Financial,Singapore,2020.0,Wallet_Hack,Cryptocurrency,3213.8,2632,12.1,99.9616,82,3.0,4.783,100.0,70.22
Government,Netherlands,2020.0,SQL Injection,"Citizen_Data,Sensor_Data",481972.08,2465,9.0,30.8005,66,4.0,4.59,100.0,55.41
Healthcare,Switzerland,2020.0,Supply_Chain,"PHI,Device_Data",567378.82,9289,13.3,85.8993,33,3.0,4.698,100.0,50.84
Agriculture,Singapore,2020.0,IoT_Breach,Cryptocurrency,182595.81,2300,12.3,95.6179,59,3.0,4.712,100.0,81.1
Banking,China,2022.0,Phishing,pii_customer,331361.96,8586,8.8,85.6577,42,4.0,4.231,100.0,93.94
Technology,Japan,2020.0,Insider_Threat,"IP,Customer_Data",109398.48,2386,3.1,12.4921,7,3.0,4.493,100.0,61.59
IT,USA,2022.0,Phishing,pii_customer,632630.11,8881,12.2,87.1225,32,2.0,4.224,100.0,86.96
Education,Australia,2016.0,SQL Injection,pii_customer,421273.6,2380,2.1,15.1326,67,4.0,3.376,100.0,55.64
Banking,India,2021.0,DDoS,pii_customer,482964.57,8782,12.2,28.1226,14,1.0,4.244,100.0,7.71
Technology,India,2020.0,Data_Exposure,"Location_Data,PII",896160.32,3847,7.9,99.9616,20,1.0,4.502,100.0,50.01
Banking,USA,2017.0,Malware,pii_customer,892550.44,9003,12.3,94.8623,62,4.0,4.208,100.0,44.62
Telecommunications,Brazil,2021.0,DDoS,pii_customer,748651.16,44384,34.5,37.2728,24,2.0,4.235,100.0,38.78
Energy,United States,2020.0,Research_Theft,"Research_Data,IP",3213.8,12179,32.8,99.8643,75,3.0,4.645,100.0,69.04
Telecommunications,Australia,2021.0,Man-in-the-Middle,pii_customer,93325.04,44557,34.5,14.623,10,1.0,4.213,100.0,5.01
Financial,United Kingdom,2020.0,API_Abuse,"Financial,Transaction_Data",682109.65,2300,8.8,80.1572,13,3.0,4.628,100.0,91.76
Hospitality,Spain,2020.0,POS_Malware,"Payment_Cards,PII",998706.28,20806,2.3,80.5165,24,3.0,4.648,100.0,56.09
Technology,Germany,2020.0,App_Vulnerability,"Location_Data,PII",923829.52,10166,33.4,97.9044,69,3.0,4.463,100.0,47.36
IT,China,2019.0,Malware,pii_customer,718051.78,9021,12.1,45.1815,41,1.0,4.215,100.0,83.96
Hospitality,Japan,2020.0,DDoS,"Payment_Cards,PII",983865.61,20805,12.8,74.4752,37,3.0,4.707,100.0,75.65
Banking,France,2021.0,Phishing,pii_customer,491297.69,8521,12.2,95.9074,64,3.0,4.223,100.0,89.44
Hospitality,Germany,2020.0,POS_Malware,"Payment_Cards,PII",921874.17,20729,3.6,81.3461,20,3.0,4.735,100.0,23.5
Financial,United Kingdom,2020.0,API_Abuse,"Financial,Transaction_Data",619517.71,2300,8.8,84.097,15,3.0,4.799,100.0,59.84
IT,France,2021.0,Phishing,pii_customer,395867.02,8979,12.3,35.652,5,1.0,4.221,100.0,37.83
Financial,United Kingdom,2020.0,API_Abuse,"Financial,Transaction_Data",401248.13,2300,8.5,79.9045,44,3.0,4.958,100.0,32.84
Hospitality,Spain,2020.0,DDoS,"Payment_Cards,PII",368430.72,2300,2.3,66.1979,15,3.0,4.598,100.0,60.35
Technology,United States,2020.0,Data_Exposure,"PII,Business_Data",228467.87,3078,8.0,98.0508,16,3.0,4.573,100.0,53.31
IT,India,2017.0,SQL Injection,pii_customer,135072.6,9041,12.2,78.1656,26,4.0,4.225,100.0,35.61
Government,India,2015.0,Malware,pii_customer,272176.64,2924,12.1,36.4699,21,1.0,4.221,100.0,80.06
Insurance,France,2020.0,Claims_Fraud,"PII,Claims_Data",998706.28,20873,13.2,99.9616,36,3.0,4.902,100.0,57.38
Telecommunications,USA,2020.0,DDoS,pii_customer,926031.58,44894,34.2,49.0315,19,1.0,4.228,100.0,79.86
Telecommunications,UK,2021.0,DDoS,pii_customer,646719.3,44943,34.2,54.5886,22,2.0,4.216,100.0,81.24
Education,Canada,2020.0,App_Vulnerability,"Location_Data,PII",998706.28,4035,2.1,63.1398,17,3.0,4.661,100.0,39.76
Banking,Japan,2021.0,Phishing,pii_customer,736585.72,9171,12.4,62.0009,34,3.0,4.223,100.0,34.53
IT,Brazil,2017.0,DDoS,pii_customer,758499.55,9161,12.2,16.3579,3,1.0,4.23,100.0,68.9
Healthcare,USA,2024.0,Ransomware,pii_customer,648968.89,3370,2.2,61.2771,40,4.0,4.216,100.0,34.05
Entertainment,South Korea,2020.0,Content_Piracy,"Gaming_Data,PII",79257.23,23024,3.8,80.4196,39,3.0,4.865,100.0,32.03
Banking,Germany,2022.0,Phishing,pii_customer,870032.63,8875,12.4,87.4342,60,4.0,4.231,100.0,91.05
Telecommunications,Russia,2018.0,SQL Injection,pii_customer,860720.81,8673,12.2,27.6057,65,4.0,4.214,100.0,51.76
Healthcare,France,2022.0,Phishing,pii_customer,704611.82,23124,12.2,90.5776,46,3.0,4.233,100.0,88.85
IT,France,2021.0,SQL Injection,pii_customer,795794.85,8795,12.0,73.0234,17,2.0,4.222,100.0,50.67
Healthcare,Brazil,2021.0,Phishing,pii_customer,393926.05,23060,19.5,65.5103,65,4.0,3.82,100.0,39.76
Education,Canada,2017.0,DDoS,pii_customer,136208.88,2624,2.4,42.1711,42,3.0,3.439,100.0,35.81
Automotive,Germany,2020.0,Connected_Car,"Vehicle_Data,Location",997896.83,10501,34.5,91.957,80,3.0,4.556,100.0,50.57
Education,Japan,2020.0,Insider_Threat,"IP,Customer_Data",924117.08,2300,3.1,10.0094,2,3.0,4.421,100.0,50.88
Automotive,France,2020.0,Ransomware,"PII,Travel_Data",436680.37,9354,12.2,90.3816,41,3.0,4.727,100.0,89.42
Telecommunications,Brazil,2020.0,Network_Breach,"Call_Records,PII",998706.28,44602,34.5,99.9616,67,4.0,4.734,100.0,55.26
Retail,Australia,2021.0,Malware,pii_customer,998706.28,23098,9.0,18.4981,1,4.0,3.831,100.0,19.21
Manufacturing,Japan,2020.0,Industrial_Espionage,"Trade_Secrets,Designs",69228.22,20210,12.6,98.1626,53,3.0,4.674,100.0,39.61
Telecommunications,Brazil,2021.0,DDoS,pii_customer,246310.4,43894,34.4,14.956,3,1.0,4.235,100.0,16.79
IT,USA,2022.0,Phishing,pii_customer,546431.9,45000,12.6,93.6099,36,4.0,4.23,100.0,91.11
Agriculture,Japan,2020.0,Precision_Ag,"Farm_Data,GPS_Coordinates",998706.28,2300,2.5,17.9567,8,3.0,4.715,100.0,68.0
Retail,Russia,2017.0,Malware,pii_customer,944828.29,2743,9.2,14.7156,60,4.0,4.231,100.0,4.82
Telecommunications,Germany,,Man-in-the-Middle,pii_customer,690973.01,45000,34.1,87.3364,40,1.0,4.244,100.0,31.94
Retail,Japan,2021.0,Ransomware,pii_customer,861456.5,22455,9.0,37.7926,53,,3.83,100.0,69.25
Telecommunications,Japan,2023.0,Phishing,pii_customer,534943.11,45000,34.3,84.6405,6,3.0,4.221,100.0,57.35
Education,France,2019.0,DDoS,pii_customer,848140.48,11190,19.0,23.2388,64,4.0,3.392,100.0,71.85
Retail,Japan,2021.0,SQL Injection,pii_customer,360186.43,22795,8.7,47.1564,71,4.0,3.811,100.0,52.3
Government,India,2015.0,SQL Injection,pii_customer,951670.07,2300,8.8,74.8795,60,3.0,4.236,100.0,41.55
Legal,United States,2020.0,Email_Compromise,"Legal_Documents,PII",3213.8,2300,2.2,19.5125,23,3.0,4.75,100.0,40.26
Technology,India,2020.0,App_Vulnerability,"Location_Data,PII",998706.28,4926,2.4,43.3237,20,3.0,4.733,100.0,44.21
Telecommunications,UK,2017.0,DDoS,pii_customer,116955.32,44286,8.6,6.6959,37,4.0,4.24,100.0,10.79
Healthcare,UK,2018.0,DDoS,pii_customer,624334.81,10509,18.9,33.7624,33,4.0,8.44,100.0,32.38
Technology,India,2020.0,App_Vulnerability,"Location_Data,PII",998706.28,5535,2.3,24.1185,22,3.0,4.552,100.0,46.97
Transportation,France,2019.0,Passenger_Data,"PII,Travel_Data",984899.16,25745,18.4,99.9616,28,3.0,4.725,100.0,57.57
Government,India,2023.0,Phishing,pii_customer,483299.2,42813,12.5,63.6137,14,4.0,4.23,100.0,88.3
Banking,Russia,2020.0,Ransomware,pii_customer,442699.31,9087,33.8,90.6164,24,2.0,4.257,100.0,91.32
Telecommunications,Germany,2023.0,Man-in-the-Middle,pii_customer,534787.29,45000,33.6,48.7081,51,2.0,4.226,100.0,17.45
Banking,Germany,2017.0,Malware,pii_customer,793774.24,8891,12.2,97.8758,36,3.0,4.244,100.0,97.57
Automotive,Ireland,2020.0,Account_Takeover,"PII,Messages",998706.28,13569,33.3,99.9616,53,3.0,4.784,100.0,58.9
Telecommunications,Japan,2020.0,Network_Breach,"Call_Records,PII",998706.28,45000,34.5,99.9616,36,3.0,4.608,100.0,54.13
IT,Japan,2021.0,Malware,pii_customer,113381.07,8805,12.3,64.8007,51,4.0,4.228,100.0,37.59
Healthcare,Japan,2019.0,Payment_Fraud,"PII,PHI,Financial",998706.28,12558,33.8,99.9616,57,3.0,4.681,100.0,70.69
Entertainment,United States,2020.0,Content_Piracy,"Content,Subscriber_Data",154248.98,8235,13.5,96.0728,66,3.0,4.765,100.0,43.59
Retail,China,2021.0,SQL Injection,pii_customer,547566.52,22922,8.8,86.5955,69,4.0,3.844,100.0,88.87
Banking,China,2017.0,Man-in-the-Middle,pii_customer,452568.31,8752,12.3,47.5619,33,4.0,4.225,100.0,95.95
IT,China,2017.0,DDoS,pii_customer,810232.2,8729,12.4,98.0261,20,1.0,4.248,100.0,99.59
Financial,United Kingdom,2020.0,API_Abuse,"Financial,Transaction_Data",551451.3,2300,8.8,86.8171,29,3.0,4.564,100.0,49.53
Retail,Brazil,2021.0,Man-in-the-Middle,pii_customer,892650.44,23124,8.9,42.4248,63,4.0,3.8,100.0,45.23
Healthcare,USA,2019.0,SQL Injection,pii_customer,726303.09,8377,12.3,68.1417,55,4.0,4.212,100.0,45.57
Banking,Australia,2023.0,DDoS,pii_customer,153971.42,9072,12.1,93.7394,39,3.0,4.247,100.0,88.6
Retail,UK,2018.0,Ransomware,pii_customer,916112.06,22376,9.1,47.3882,43,4.0,3.84,100.0,70.04
Transportation,France,2020.0,Passenger_Data,"PII,Travel_Data",998706.28,25693,18.7,99.9616,3,3.0,4.645,100.0,37.13
Telecommunications,Australia,2024.0,Man-in-the-Middle,pii_customer,158602.36,44474,34.2,14.5027,58,4.0,4.239,100.0,13.32
Technology,Germany,2020.0,Insider_Threat,"Farm_Data,GPS_Coordinates",948166.08,2916,2.3,16.4841,5,3.0,4.795,100.0,71.39
Insurance,United States,2020.0,Claims_Fraud,"PII,Claims_Data",994308.89,19992,21.1,99.9616,31,3.0,4.498,100.0,41.15
Financial,United Kingdom,2020.0,API_Abuse,"Financial,Transaction_Data",667548.14,3128,9.1,84.4577,11,3.0,4.836,100.0,77.04
Government,Brazil,2024.0,DDoS,pii_customer,627398.71,2712,8.7,51.7045,21,1.0,4.211,100.0,71.9
Education,Brazil,2022.0,Malware,pii_customer,555952.77,10423,2.2,43.1823,38,4.0,8.44,100.0,46.33
Government,UK,2021.0,Malware,pii_customer,370213.94,3289,8.7,40.6498,67,4.0,4.239,100.0,48.27
Education,Brazil,2019.0,Phishing,pii_customer,235796.8,2778,2.1,39.7381,49,3.0,4.25,100.0,49.33
Financial,United Kingdom,2020.0,Data_Breach,"Content,Subscriber_Data",127949.68,9248,34.5,88.6968,41,3.0,4.68,100.0,51.1
Retail,Japan,2022.0,Malware,pii_customer,104720.83,22320,8.7,64.9009,50,4.0,3.795,100.0,29.04
Government,USA,2024.0,SQL Injection,pii_customer,538314.06,2623,8.6,31.9102,69,3.0,4.224,100.0,47.64
Retail,Australia,2017.0,SQL Injection,pii_customer,521938.9,23320,8.5,53.5328,56,4.0,,100.0,15.77
Technology,Ireland,2020.0,Account_Takeover,"PII,Messages",960535.21,12849,34.4,99.9616,33,3.0,4.626,100.0,60.61
Telecommunications,Australia,2017.0,Malware,pii_customer,171035.42,43059,34.3,16.3584,6,1.0,4.241,100.0,3.72
Telecommunications,India,2023.0,Malware,pii_customer,654826.52,45000,34.5,22.8423,3,4.0,4.219,100.0,11.78
Healthcare,Brazil,2018.0,Man-in-the-Middle,pii_customer,376410.61,10650,18.7,68.8339,43,4.0,8.38,100.0,73.06
Banking,UK,2017.0,Man-in-the-Middle,pii_customer,169061.73,8717,12.3,35.3254,62,4.0,4.228,100.0,57.59
Education,Russia,2020.0,Phishing,pii_customer,423748.29,8583,2.1,57.1497,59,3.0,4.239,100.0,71.89
Healthcare,Australia,2021.0,Man-in-the-Middle,pii_customer,679559.48,45000,34.5,62.0603,65,4.0,4.235,100.0,94.27
Telecommunications,Brazil,2023.0,SQL Injection,pii_customer,668704.9,45000,34.5,62.1144,68,4.0,4.227,100.0,35.19
Telecommunications,Germany,2020.0,Malware,pii_customer,114700.93,3302,34.5,7.4105,7,4.0,4.239,100.0,32.03
Real Estate,United States,2020.0,Research_Theft,"Research_Data,IP",3213.8,3499,2.6,97.4497,66,3.0,4.728,100.0,58.03
Government,USA,2024.0,DDoS,pii_customer,316032.57,3280,2.1,63.1089,23,4.0,3.394,100.0,10.02
Healthcare,United States,2020.0,Data_Exposure,"PII,Messages",998706.28,10379,17.9,91.2573,9,3.0,4.59,100.0,39.98
Banking,China,2015.0,Phishing,pii_customer,445873.16,8848,12.2,39.0416,7,1.0,4.211,100.0,40.88
Education,India,2023.0,DDoS,pii_customer,858577.89,2706,2.1,38.4607,13,1.0,3.376,100.0,69.54
Banking,Japan,2017.0,Malware,pii_customer,646795.53,9004,12.3,91.626,7,1.0,4.238,100.0,52.89
Hospitality,Spain,2020.0,POS_Malware,"Payment_Cards,PII",998706.28,20283,2.1,59.4815,16,3.0,4.707,100.0,55.33
Healthcare,Brazil,2017.0,Malware,pii_customer,362539.56,10919,19.1,28.8703,50,4.0,8.44,100.0,59.75
Banking,Brazil,2021.0,DDoS,pii_customer,834577.49,8562,12.4,43.0483,21,3.0,4.22,100.0,15.27
Banking,France,2017.0,Phishing,pii_customer,104296.84,8539,12.1,14.069,3,1.0,4.222,100.0,16.02
Banking,Brazil,2016.0,Malware,pii_customer,763350.55,9054,12.1,77.5224,23,2.0,4.233,100.0,91.91
Healthcare,Switzerland,2020.0,DDoS,"PHI,Device_Data",822790.43,3593,13.4,95.4277,6,3.0,4.632,100.0,60.2
Government,India,2019.0,DDoS,pii_customer,82174.27,22101,9.0,20.2912,5,1.0,4.228,100.0,9.86
Technology,Japan,2020.0,Insider_Threat,"IP,Customer_Data",28182.79,2300,3.8,15.4149,10,3.0,4.785,100.0,65.98
Education,Singapore,2020.0,API_Abuse,"Gaming_Data,PII",490761.73,2944,9.0,25.6643,48,3.0,4.625,100.0,62.16
Entertainment,South Korea,2020.0,Content_Piracy,"Content,Subscriber_Data",929036.36,9522,12.8,99.9616,34,3.0,4.651,100.0,42.18
Technology,India,2020.0,App_Vulnerability,"Location_Data,PII",998706.28,4584,2.1,75.4222,9,3.0,4.656,100.0,59.31
Healthcare,Japan,2021.0,Malware,pii_customer,857223.7,11267,12.2,37.2836,10,1.0,8.423,100.0,77.5
Telecommunications,China,2017.0,SQL Injection,pii_customer,841541.61,42652,33.5,15.5323,7,1.0,4.23,100.0,2.52
Retail,UK,2024.0,DDoS,pii_customer,424450.43,22969,8.8,84.4749,31,4.0,3.846,100.0,68.41
Pharmaceutical,United States,2020.0,OT_Attack,"Research_Data,IP",54553.15,11122,19.3,98.4615,70,4.0,4.665,100.0,75.62
Telecommunications,Australia,2023.0,DDoS,pii_customer,730033.29,44779,8.7,21.7385,3,1.0,4.209,100.0,14.15
Financial,United Kingdom,2020.0,Data_Breach,"Financial,PII",394656.66,45000,34.5,81.3588,30,3.0,4.643,100.0,59.12
IT,Australia,2017.0,Phishing,pii_customer,322713.01,8726,12.4,67.3853,28,1.0,4.207,100.0,60.95
IT,France,2017.0,DDoS,pii_customer,507231.4,9053,12.2,87.2848,16,2.0,4.22,100.0,90.91
Education,India,2021.0,SQL Injection,pii_customer,989005.43,3048,2.1,72.8962,69,4.0,3.376,100.0,42.54
Telecommunications,Japan,2023.0,Malware,pii_customer,686817.52,43854,34.5,6.5139,48,4.0,4.218,100.0,13.22
Energy,United States,2020.0,OT_Attack,"SCADA_Data,Grid_Info",3213.8,12556,34.5,99.9616,79,3.0,4.803,100.0,59.82
IT,China,2017.0,DDoS,pii_customer,373050.37,9315,12.4,39.8186,6,2.0,4.214,100.0,91.72
Government,Brazil,2017.0,SQL Injection,pii_customer,594464.61,22878,8.4,59.1406,64,4.0,4.241,100.0,40.01
Legal,UK,2020.0,Email_Compromise,"Legal_Documents,PII",471955.86,2505,2.1,13.7368,42,3.0,4.753,,34.75
Healthcare,USA,2017.0,Man-in-the-Middle,pii_customer,878452.64,10486,19.3,48.2498,8,1.0,8.44,100.0,55.72
Retail,UK,2017.0,Malware,pii_customer,97340.15,23605,8.9,73.8643,15,2.0,3.805,100.0,36.93
Legal,United States,2020.0,Email_Compromise,"Legal_Documents,PII",469149.85,2300,2.5,16.0344,10,3.0,4.686,100.0,36.69
Retail,Australia,2024.0,DDoS,pii_customer,340029.47,23765,8.9,37.2396,66,4.0,3.784,100.0,18.3
Telecommunications,Brazil,2019.0,Malware,pii_customer,175270.84,44796,34.0,9.2738,57,4.0,4.231,100.0,6.22
Retail,Germany,2018.0,SQL Injection,pii_customer,985213.25,22841,8.6,60.6767,60,4.0,3.813,100.0,38.65
Entertainment,South Korea,2020.0,Gaming_Hack,"Gaming_Data,PII",998706.28,3748,2.1,90.2876,18,3.0,4.911,100.0,56.25
Education,France,2017.0,DDoS,pii_customer,710269.52,2823,2.1,8.4955,8,1.0,3.419,100.0,14.01
IT,Japan,2020.0,Phishing,pii_customer,697018.99,8657,12.7,94.1004,25,1.0,4.247,100.0,58.12
Banking,UK,2017.0,SQL Injection,pii_customer,657444.37,9184,12.4,40.7531,68,4.0,4.222,100.0,61.68
Telecommunications,USA,2021.0,Ransomware,pii_customer,691962.62,10385,12.1,98.3662,72,4.0,4.224,100.0,93.29
Healthcare,Brazil,2020.0,App_Vulnerability,"Location_Data,PII",998706.28,24153,3.1,85.6117,25,3.0,4.628,100.0,51.66
Telecommunications,UK,2017.0,DDoS,pii_customer,831633.09,43560,19.3,66.5426,49,4.0,4.238,100.0,77.0
Retail,USA,2021.0,Ransomware,pii_customer,998706.28,23282,8.9,31.7841,3,1.0,4.218,100.0,13.05
Real Estate,United States,2020.0,Property_Fraud,"Financial,Property_Data",479288.25,2300,2.4,35.4625,17,3.0,4.544,100.0,52.51
Technology,United States,2020.0,Data_Exposure,"PII,Business_Data",998706.28,2522,7.6,99.9616,16,3.0,4.616,100.0,77.84
Government,Russia,2017.0,DDoS,pii_customer,664060.15,2956,9.1,9.7732,6,1.0,4.228,100.0,15.51
Technology,India,2020.0,Data_Exposure,"PII,Business_Data",998706.28,2974,7.9,93.2566,8,3.0,4.635,100.0,73.62
IT,USA,2023.0,DDoS,pii_customer,870308.61,8952,12.2,86.464,19,3.0,4.219,100.0,90.2
Government,Germany,2021.0,Malware,pii_customer,672047.33,8716,8.6,48.01,59,4.0,4.226,100.0,44.07
Entertainment,Switzerland,2020.0,Supply_Chain,"PHI,Device_Data",996134.77,9407,13.3,87.106,48,3.0,4.63,100.0,48.15
IT,UK,2024.0,DDoS,pii_customer,794392.71,9003,12.6,95.7886,16,2.0,4.245,100.0,89.85
Retail,Germany,2022.0,DDoS,pii_customer,433358.82,10604,12.0,68.411,65,4.0,4.225,100.0,30.43
Healthcare,Japan,2021.0,DDoS,pii_customer,694605.62,10361,18.5,34.7688,52,4.0,8.44,100.0,18.52
Telecommunications,France,2021.0,Phishing,pii_customer,531484.88,44475,8.9,76.3985,53,4.0,4.231,100.0,70.2
Healthcare,France,2018.0,Phishing,pii_customer,936367.77,11709,19.2,36.8697,17,2.0,8.418,100.0,36.35
Telecommunications,UK,2015.0,DDoS,pii_customer,639211.9,2383,8.8,27.9973,25,1.0,4.24,100.0,36.38
IT,Russia,2021.0,Man-in-the-Middle,pii_customer,687093.27,8716,12.3,75.4878,65,4.0,4.221,100.0,91.25
Retail,Japan,2022.0,Malware,pii_customer,743968.96,22952,8.8,44.4885,43,4.0,3.797,100.0,74.33
Legal,United States,2020.0,Email_Compromise,"Legal_Documents,PII",198305.37,2593,2.4,22.3606,20,3.0,4.769,100.0,53.09
Banking,Germany,2020.0,DDoS,pii_customer,527126.87,8895,12.4,90.9475,43,3.0,4.23,100.0,95.67
Education,USA,2021.0,Phishing,pii_customer,540037.43,3312,2.1,67.4207,22,2.0,3.376,100.0,77.04
Financial,United Kingdom,2020.0,Data_Breach,"Financial,Transaction_Data",587426.94,44311,8.8,84.0442,1,3.0,4.668,100.0,45.08
Education,Germany,2023.0,Ransomware,pii_customer,221352.66,2925,9.0,22.1103,10,1.0,3.389,100.0,16.71
Telecommunications,India,2020.0,Payment_Fraud,"PII,Messages",950890.44,44030,34.5,79.6853,50,3.0,4.653,100.0,56.87
Healthcare,USA,2019.0,DDoS,pii_customer,120954.46,8922,12.0,8.2136,55,4.0,4.234,100.0,31.99
Technology,India,2020.0,Data_Exposure,"PII,Business_Data",975780.32,3365,8.0,65.311,14,3.0,4.422,100.0,51.66
Government,Germany,2020.0,Phishing,pii_customer,354168.04,2300,8.9,39.8923,69,4.0,4.221,100.0,41.99
Telecommunications,USA,2021.0,Ransomware,pii_customer,163754.91,44178,34.5,59.8148,66,4.0,4.205,100.0,13.03
Retail,France,2021.0,Malware,pii_customer,909077.44,23381,9.0,44.5794,68,4.0,3.797,100.0,48.17
Healthcare,Brazil,2021.0,SQL Injection,pii_customer,202347.47,10896,19.2,47.91,41,4.0,8.44,100.0,33.23
Pharmaceutical,United States,2020.0,Research_Theft,"SCADA_Data,Grid_Info",60467.42,22910,12.5,99.917,63,3.0,4.599,100.0,63.32
Government,Netherlands,2020.0,IoT_Breach,"Citizen_Data,Sensor_Data",945622.93,2300,9.2,95.2639,59,3.0,4.732,100.0,40.46
Government,Russia,2016.0,Man-in-the-Middle,pii_customer,822371.5,2300,8.9,50.6232,59,4.0,4.236,100.0,67.34
Financial,Singapore,2020.0,Wallet_Hack,Cryptocurrency,78544.69,8509,12.5,99.9616,84,3.0,4.699,100.0,74.97
Banking,Japan,2018.0,Phishing,pii_customer,432720.37,8881,12.3,75.2297,52,4.0,4.209,100.0,70.24
Banking,India,2017.0,Phishing,pii_customer,486540.39,8731,12.1,86.3689,13,2.0,4.221,100.0,93.6
Retail,China,2018.0,SQL Injection,pii_customer,518226.2,23678,8.5,68.1741,61,4.0,3.827,100.0,12.43
Retail,Japan,2018.0,SQL Injection,pii_customer,171521.85,22511,8.8,9.4738,69,3.0,3.794,100.0,27.7
