Industry,Country,Year,Attack_Type,Data_Type,Records_Compromised,Employee_Count,Security_Budget_Million_USD,Financial_Impact_Million_USD,Recovery_Time_Days,Incident_Severity,Baseline_Industry_Cost_Million_USD,Per_Record_Cost_USD,Estimated_Financial_Impact_Million_USD
Banking,UK,2021.0,Ransomware,pii_customer,65148.0,8900,12.3,4.22,15,1.0,4.22,100.0,4.22
Telecommunications,Russia,2020.0,Ransomware,pii_customer,345623.0,45000,34.5,58.73,67,4.0,4.22,100.0,58.73
IT,China,2015.0,Ransomware,pii_customer,962452.0,8900,12.3,60.43,34,3.0,4.22,100.0,60.43
IT,Germany,2024.0,Phishing,pii_customer,951767.0,8900,12.3,2.85,10,1.0,4.22,100.0,2.85
Education,UK,2016.0,SQL Injection,pii_customer,712306.0,3400,2.1,43.55,29,3.0,3.376,100.0,43.55
Telecommunications,UK,2016.0,Ransomware,pii_customer,365116.0,45000,34.5,11.83,66,4.0,4.22,100.0,11.83
Banking,USA,2021.0,Man-in-the-Middle,pii_customer,485702.0,8900,12.3,64.96,51,4.0,4.22,100.0,64.96
IT,USA,2023.0,SQL Injection,pii_customer,49480.0,8900,12.3,19.37,17,1.0,4.22,100.0,19.37
Education,Australia,2019.0,Phishing,pii_customer,971148.0,3400,2.1,46.64,44,4.0,3.376,100.0,46.64
Banking,USA,2018.0,DDoS,pii_customer,513005.0,8900,12.3,31.54,62,4.0,4.22,100.0,31.54
Retail,Germany,2019.0,Malware,pii_customer,360381.0,23000,8.9,6.47,62,4.0,3.798,100.0,6.47
Banking,Brazil,2021.0,DDoS,pii_customer,649383.0,8900,12.3,96.23,59,4.0,4.22,100.0,96.23
Banking,Germany,2022.0,SQL Injection,pii_customer,155736.0,8900,12.3,89.74,63,4.0,4.22,100.0,89.74
Healthcare,USA,2023.0,Malware,pii_customer,443715.0,10700,19.2,54.29,54,4.0,8.44,100.0,54.29
Telecommunications,Australia,2022.0,DDoS,pii_customer,683733.0,45000,34.5,4.81,65,4.0,4.22,100.0,4.81
Healthcare,Brazil,2019.0,DDoS,pii_customer,400214.0,10700,19.2,42.16,58,4.0,8.44,100.0,42.16
IT,Brazil,2024.0,Ransomware,pii_customer,813472.0,8900,12.3,74.06,17,1.0,4.22,100.0,74.06
Banking,France,2021.0,Ransomware,pii_customer,199832.0,8900,12.3,27.1,54,4.0,4.22,100.0,27.1
IT,India,2017.0,Malware,pii_customer,210495.0,8900,12.3,22.04,18,2.0,4.22,100.0,22.04
Education,China,2023.0,Man-in-the-Middle,pii_customer,923445.0,3400,2.1,49.53,42,4.0,3.376,100.0,49.53
Education,Japan,2019.0,Man-in-the-Middle,pii_customer,407485.0,3400,2.1,1.72,22,2.0,3.376,100.0,1.72
Government,Russia,2020.0,Man-in-the-Middle,pii_customer,517452.0,2300,8.9,97.39,9,1.0,4.22,100.0,97.39
Retail,Germany,2017.0,Ransomware,pii_customer,509742.0,23000,8.9,68.73,43,4.0,3.798,100.0,68.73
Healthcare,USA,2019.0,Malware,pii_customer,412236.0,10700,19.2,57.85,36,3.0,8.44,100.0,57.85
Healthcare,Germany,2017.0,Malware,pii_customer,592988.0,10700,19.2,6.58,43,4.0,8.44,100.0,6.58
Banking,USA,2019.0,Ransomware,pii_customer,451510.0,8900,12.3,47.25,45,4.0,4.22,100.0,47.25
Education,India,2021.0,Ransomware,pii_customer,144065.0,3400,2.1,20.26,62,4.0,3.376,100.0,20.26
Telecommunications,India,2024.0,DDoS,pii_customer,700440.0,45000,34.5,85.02,23,2.0,4.22,100.0,85.02
IT,France,2024.0,Phishing,pii_customer,255689.0,8900,12.3,64.54,54,4.0,4.22,100.0,64.54
Retail,Japan,2017.0,Malware,pii_customer,750473.0,23000,8.9,74.01,41,3.0,3.798,100.0,74.01
Government,UK,2015.0,Malware,pii_customer,284512.0,2300,8.9,68.8,23,2.0,4.22,100.0,68.8
Education,Japan,2021.0,Malware,pii_customer,607544.0,3400,2.1,76.8,56,4.0,3.376,100.0,76.8
Banking,UK,2016.0,Ransomware,pii_customer,61764.0,8900,12.3,92.39,38,3.0,4.22,100.0,92.39
Telecommunications,USA,2023.0,DDoS,pii_customer,489053.0,45000,34.5,11.73,29,3.0,4.22,100.0,11.73
Telecommunications,China,2020.0,SQL Injection,pii_customer,8884.0,45000,34.5,29.31,23,2.0,4.22,100.0,29.31
Retail,Germany,2017.0,Ransomware,pii_customer,80135.0,23000,8.9,91.67,35,3.0,3.798,100.0,91.67
Retail,USA,2022.0,Phishing,pii_customer,20064.0,23000,8.9,47.66,61,4.0,3.798,100.0,47.66
Telecommunications,India,2022.0,SQL Injection,pii_customer,849940.0,45000,34.5,95.74,61,4.0,4.22,100.0,95.74
Government,Japan,2021.0,Ransomware,pii_customer,437649.0,2300,8.9,79.25,10,1.0,4.22,100.0,79.25
Telecommunications,Australia,2020.0,SQL Injection,pii_customer,269137.0,45000,34.5,43.69,18,2.0,4.22,100.0,43.69
Telecommunications,UK,2018.0,Malware,pii_customer,233460.0,45000,34.5,23.27,11,1.0,4.22,100.0,23.27
Banking,UK,2015.0,SQL Injection,pii_customer,474585.0,8900,12.3,6.96,34,3.0,4.22,100.0,6.96
Government,Russia,2024.0,SQL Injection,pii_customer,674211.0,2300,8.9,41.65,54,4.0,4.22,100.0,41.65
Healthcare,Brazil,2020.0,Phishing,pii_customer,267178.0,10700,19.2,18.79,56,4.0,8.44,100.0,18.79
Healthcare,Russia,2022.0,DDoS,pii_customer,104121.0,10700,19.2,58.93,15,1.0,8.44,100.0,58.93
IT,UK,2020.0,Ransomware,pii_customer,217598.0,8900,12.3,83.29,24,2.0,4.22,100.0,83.29
Government,China,2024.0,Ransomware,pii_customer,44082.0,2300,8.9,65.96,48,4.0,4.22,100.0,65.96
Banking,India,2018.0,Phishing,pii_customer,31733.0,8900,12.3,71.58,49,4.0,4.22,100.0,71.58
Banking,Australia,2022.0,Man-in-the-Middle,pii_customer,346224.0,8900,12.3,34.16,64,4.0,4.22,100.0,34.16
IT,Australia,2015.0,DDoS,pii_customer,419127.0,8900,12.3,61.01,26,3.0,4.22,100.0,61.01
Education,USA,2024.0,Man-in-the-Middle,pii_customer,810539.0,3400,2.1,53.59,22,2.0,3.376,100.0,53.59
Retail,USA,2020.0,DDoS,pii_customer,692784.0,23000,8.9,11.79,2,1.0,3.798,100.0,11.79
Retail,USA,2020.0,SQL Injection,pii_customer,315050.0,23000,8.9,16.98,8,1.0,3.798,100.0,16.98
IT,India,2016.0,SQL Injection,pii_customer,786464.0,8900,12.3,29.24,38,3.0,4.22,100.0,29.24
IT,UK,2023.0,Man-in-the-Middle,pii_customer,140061.0,8900,12.3,20.35,42,4.0,4.22,100.0,20.35
IT,Brazil,2021.0,SQL Injection,pii_customer,673923.0,8900,12.3,34.32,3,1.0,4.22,100.0,34.32
Government,Japan,2017.0,SQL Injection,pii_customer,221051.0,2300,8.9,35.88,18,2.0,4.22,100.0,35.88
Banking,Russia,2017.0,SQL Injection,pii_customer,442940.0,8900,12.3,33.84,7,1.0,4.22,100.0,33.84
Telecommunications,Russia,2024.0,SQL Injection,pii_customer,677688.0,45000,34.5,17.21,31,3.0,4.22,100.0,17.21
Education,Russia,2017.0,Ransomware,pii_customer,679860.0,3400,2.1,95.08,66,4.0,3.376,100.0,95.08
Retail,Germany,2016.0,Phishing,pii_customer,963983.0,23000,8.9,27.85,45,4.0,3.798,100.0,27.85
Retail,UK,2020.0,DDoS,pii_customer,125100.0,23000,8.9,18.52,61,4.0,3.798,100.0,18.52
Education,China,2016.0,DDoS,pii_customer,815317.0,3400,2.1,81.31,72,4.0,3.376,100.0,81.31
Retail,China,2020.0,Man-in-the-Middle,pii_customer,500252.0,23000,8.9,34.82,29,3.0,3.798,100.0,34.82
Education,India,2018.0,DDoS,pii_customer,512953.0,3400,2.1,55.3,57,4.0,3.376,100.0,55.3
IT,India,2023.0,Phishing,pii_customer,337377.0,8900,12.3,88.71,23,2.0,4.22,100.0,88.71
Retail,India,2024.0,DDoS,pii_customer,766733.0,23000,8.9,1.05,55,4.0,3.798,100.0,0.6
Retail,USA,2023.0,Malware,pii_customer,578310.0,23000,8.9,50.02,15,1.0,3.798,100.0,50.02
Telecommunications,France,2022.0,Man-in-the-Middle,pii_customer,255574.0,45000,34.5,12.96,69,4.0,4.22,100.0,12.96
IT,China,2023.0,Phishing,pii_customer,169152.0,8900,12.3,43.58,49,4.0,4.22,100.0,43.58
IT,USA,2020.0,Man-in-the-Middle,pii_customer,216472.0,8900,12.3,33.22,55,4.0,4.22,100.0,33.22
Retail,Japan,2020.0,Phishing,pii_customer,370096.0,23000,8.9,38.96,23,2.0,3.798,100.0,38.96
Telecommunications,India,2020.0,Phishing,pii_customer,742555.0,45000,34.5,30.14,57,4.0,4.22,100.0,30.14
IT,Russia,2020.0,Man-in-the-Middle,pii_customer,870019.0,8900,12.3,21.72,5,1.0,4.22,100.0,21.72
IT,Australia,2022.0,Malware,pii_customer,941679.0,8900,12.3,93.2,43,4.0,4.22,100.0,93.2
Retail,France,2024.0,DDoS,pii_customer,738419.0,23000,8.9,88.17,11,1.0,3.798,100.0,88.17
Retail,Brazil,2018.0,Phishing,pii_customer,4136.0,23000,8.9,42.46,23,2.0,3.798,100.0,42.46
Education,India,2022.0,SQL Injection,pii_customer,995847.0,3400,2.1,61.41,1,1.0,3.376,100.0,61.41
Education,Japan,2022.0,Ransomware,pii_customer,536995.0,3400,2.1,51.51,3,1.0,3.376,100.0,51.51
Telecommunications,Germany,2016.0,Malware,pii_customer,57200.0,45000,34.5,77.7,26,3.0,4.22,100.0,77.7
Government,USA,2016.0,Phishing,pii_customer,936566.0,2300,8.9,14.65,61,4.0,4.22,100.0,14.65
Healthcare,Japan,2019.0,DDoS,pii_customer,567370.0,10700,19.2,68.4,9,1.0,8.44,100.0,68.4
Banking,India,2015.0,Malware,pii_customer,970056.0,8900,12.3,34.51,30,3.0,4.22,100.0,34.51
IT,Brazil,2020.0,Ransomware,pii_customer,3432.0,8900,12.3,71.74,45,4.0,4.22,100.0,71.74
Education,Brazil,2015.0,Malware,pii_customer,49473.0,3400,2.1,37.54,51,4.0,3.376,100.0,37.54
IT,France,2019.0,Man-in-the-Middle,pii_customer,460984.0,8900,12.3,76.35,55,4.0,4.22,100.0,76.35
IT,UK,2024.0,Phishing,pii_customer,228010.0,8900,12.3,71.2,59,4.0,4.22,100.0,71.2
Government,Russia,2024.0,Ransomware,pii_customer,172789.0,2300,8.9,48.88,10,1.0,4.22,100.0,48.88
Retail,China,2020.0,Man-in-the-Middle,pii_customer,338732.0,23000,8.9,48.24,15,1.0,3.798,100.0,48.24
Healthcare,Germany,2017.0,Ransomware,pii_customer,175755.0,10700,19.2,32.0,30,3.0,8.44,100.0,32.0
Education,Brazil,2023.0,DDoS,pii_customer,897521.0,3400,2.1,50.34,19,2.0,3.376,100.0,50.34
Healthcare,Russia,2016.0,Ransomware,pii_customer,719532.0,10700,19.2,5.18,10,1.0,8.44,100.0,5.18
Government,Australia,2024.0,DDoS,pii_customer,583925.0,2300,8.9,95.28,70,4.0,4.22,100.0,95.28
Retail,Russia,2016.0,Phishing,pii_customer,480522.0,23000,8.9,70.4,72,4.0,3.798,100.0,70.4
IT,Brazil,2015.0,SQL Injection,pii_customer,16957.0,8900,12.3,47.2,49,4.0,4.22,100.0,47.2
IT,France,2016.0,Ransomware,pii_customer,316228.0,8900,12.3,29.35,7,1.0,4.22,100.0,29.35
Banking,Australia,2018.0,SQL Injection,pii_customer,363414.0,8900,12.3,20.28,59,4.0,4.22,100.0,20.28
Telecommunications,UK,2015.0,Man-in-the-Middle,pii_customer,733671.0,45000,34.5,71.9,20,2.0,4.22,100.0,71.9
Telecommunications,France,2019.0,SQL Injection,pii_customer,399457.0,45000,34.5,27.91,48,4.0,4.22,100.0,27.91
Government,China,2017.0,DDoS,pii_customer,171772.0,2300,8.9,57.34,8,1.0,4.22,100.0,57.34
Government,USA,2015.0,Phishing,pii_customer,197305.0,2300,8.9,82.4,34,3.0,4.22,100.0,82.4
Healthcare,Russia,2023.0,Ransomware,pii_customer,677971.0,10700,19.2,15.08,51,4.0,8.44,100.0,15.08
Banking,India,2021.0,Man-in-the-Middle,pii_customer,942454.0,8900,12.3,55.12,66,4.0,4.22,100.0,55.12
Government,Russia,2022.0,Ransomware,pii_customer,211205.0,2300,8.9,38.84,54,4.0,4.22,100.0,38.84
Telecommunications,Japan,2024.0,Malware,pii_customer,483399.0,45000,34.5,42.79,50,4.0,4.22,100.0,42.79
Telecommunications,China,2016.0,DDoS,pii_customer,699791.0,45000,34.5,97.83,2,1.0,4.22,100.0,97.83
Education,Germany,2019.0,Phishing,pii_customer,679314.0,3400,2.1,10.04,39,3.0,3.376,100.0,10.04
Retail,Brazil,2020.0,SQL Injection,pii_customer,466897.0,23000,8.9,96.97,58,4.0,3.798,100.0,96.97
Healthcare,Brazil,2024.0,SQL Injection,pii_customer,175957.0,10700,19.2,41.05,69,4.0,8.44,100.0,41.05
Government,India,2019.0,Ransomware,pii_customer,912202.0,2300,8.9,10.37,15,1.0,4.22,100.0,10.37
Education,Russia,2019.0,DDoS,pii_customer,985398.0,3400,2.1,33.73,54,4.0,3.376,100.0,33.73
Education,China,2023.0,SQL Injection,pii_customer,715127.0,3400,2.1,4.18,60,4.0,3.376,100.0,4.18
Retail,USA,2021.0,Malware,pii_customer,472835.0,23000,8.9,72.24,57,4.0,3.798,100.0,72.24
Healthcare,Australia,2016.0,DDoS,pii_customer,412019.0,10700,19.2,98.25,34,3.0,8.44,100.0,98.25
Retail,India,2021.0,SQL Injection,pii_customer,172469.0,23000,8.9,85.69,16,1.0,3.798,100.0,85.69
Banking,UK,2015.0,Phishing,pii_customer,893284.0,8900,12.3,39.12,21,2.0,4.22,100.0,39.12
Telecommunications,India,2021.0,Malware,pii_customer,3213.8,45000,34.5,82.66,23,2.0,4.22,100.0,82.66
IT,Japan,2017.0,Phishing,pii_customer,845169.0,8900,12.3,49.12,1,1.0,4.22,100.0,49.12
Government,Germany,2018.0,Ransomware,pii_customer,184748.0,2300,8.9,89.36,4,1.0,4.22,100.0,89.36
Healthcare,Japan,2021.0,Malware,pii_customer,783976.0,10700,19.2,77.84,62,4.0,8.44,100.0,77.84
IT,France,2015.0,Phishing,pii_customer,282583.0,8900,12.3,49.84,15,1.0,4.22,100.0,49.84
Healthcare,Germany,2020.0,SQL Injection,pii_customer,591828.0,10700,19.2,96.31,16,1.0,8.44,100.0,96.31
Government,India,2018.0,SQL Injection,pii_customer,27344.0,2300,8.9,18.44,1,1.0,4.22,100.0,18.44
Healthcare,Australia,2024.0,Ransomware,pii_customer,200307.0,10700,19.2,18.16,59,4.0,8.44,100.0,18.16
IT,China,2018.0,Man-in-the-Middle,pii_customer,528411.0,8900,12.3,68.28,10,1.0,4.22,100.0,68.28
Banking,France,2015.0,Phishing,pii_customer,551812.0,8900,12.3,95.72,69,4.0,4.22,100.0,95.72
Education,Brazil,2019.0,SQL Injection,pii_customer,975019.0,3400,2.1,96.6,38,3.0,3.376,100.0,96.6
Government,China,2015.0,DDoS,pii_customer,399851.0,2300,8.9,97.15,38,3.0,4.22,100.0,97.15
Government,India,2024.0,Ransomware,pii_customer,998706.28,2300,8.9,79.3,21,2.0,4.22,100.0,79.3
Education,France,2017.0,Man-in-the-Middle,pii_customer,517640.0,3400,2.1,76.35,4,1.0,3.376,100.0,76.35
Banking,Russia,2023.0,DDoS,pii_customer,615332.0,8900,12.3,33.51,65,4.0,4.22,100.0,33.51
Healthcare,France,2017.0,SQL Injection,pii_customer,592364.0,10700,19.2,96.08,21,2.0,8.44,100.0,96.08
Education,China,2020.0,Phishing,pii_customer,943680.0,3400,2.1,33.69,46,4.0,3.376,100.0,33.69
Retail,Brazil,2017.0,Man-in-the-Middle,pii_customer,506551.0,23000,8.9,17.99,53,4.0,3.798,100.0,17.99
Government,Japan,2022.0,Ransomware,pii_customer,122651.0,2300,8.9,86.84,59,4.0,4.22,100.0,86.84
Retail,USA,2018.0,Man-in-the-Middle,pii_customer,459039.0,23000,8.9,97.62,68,4.0,3.798,100.0,97.62
IT,Germany,2021.0,Ransomware,pii_customer,176331.0,8900,12.3,25.85,25,2.0,4.22,100.0,25.85
Healthcare,USA,2018.0,Ransomware,pii_customer,543437.0,10700,19.2,27.37,20,2.0,8.44,100.0,27.37
Telecommunications,Germany,2022.0,SQL Injection,pii_customer,859311.0,45000,34.5,29.02,47,4.0,4.22,100.0,29.02
Retail,USA,2018.0,DDoS,pii_customer,877041.0,23000,8.9,90.78,48,4.0,3.798,100.0,90.78
Healthcare,France,2022.0,Ransomware,pii_customer,657939.0,10700,19.2,42.33,47,4.0,8.44,100.0,42.33
Banking,Japan,2019.0,DDoS,pii_customer,920270.0,8900,12.3,81.89,20,2.0,4.22,100.0,81.89
Healthcare,USA,2015.0,Ransomware,pii_customer,905935.0,10700,19.2,43.81,60,4.0,8.44,100.0,43.81
Telecommunications,Australia,2019.0,Malware,pii_customer,217863.0,45000,34.5,93.71,31,3.0,4.22,100.0,93.71
Government,UK,2020.0,Man-in-the-Middle,pii_customer,930468.0,2300,8.9,54.29,35,3.0,4.22,100.0,54.29
Healthcare,Japan,2022.0,Phishing,pii_customer,179545.0,10700,19.2,55.72,15,1.0,8.44,100.0,55.72
Retail,India,2023.0,Ransomware,pii_customer,582097.0,23000,8.9,5.57,40,3.0,3.798,100.0,5.57
Banking,France,2023.0,SQL Injection,pii_customer,360752.0,8900,12.3,48.1,21,2.0,4.22,100.0,48.1
Retail,India,2020.0,Phishing,pii_customer,907128.0,23000,8.9,25.79,13,1.0,3.798,100.0,25.79
Banking,UK,2024.0,Man-in-the-Middle,pii_customer,817793.0,8900,12.3,14.84,64,4.0,4.22,100.0,14.84
Healthcare,China,2024.0,Malware,pii_customer,922209.0,10700,19.2,85.76,27,3.0,8.44,100.0,85.76
Retail,USA,2019.0,DDoS,pii_customer,411707.0,23000,8.9,18.76,42,4.0,3.798,100.0,18.76
Healthcare,India,2020.0,Phishing,pii_customer,847958.0,10700,19.2,38.19,32,3.0,8.44,100.0,38.19
Banking,India,2015.0,Man-in-the-Middle,pii_customer,187807.0,8900,12.3,38.1,37,3.0,4.22,100.0,38.1
Telecommunications,China,2024.0,SQL Injection,pii_customer,637350.0,45000,34.5,10.18,52,4.0,4.22,100.0,10.18
IT,China,2024.0,SQL Injection,pii_customer,237068.0,8900,12.3,36.27,65,4.0,4.22,100.0,36.27
Government,Australia,2022.0,Ransomware,pii_customer,819812.0,2300,8.9,92.07,63,4.0,4.22,100.0,92.07
Healthcare,Brazil,2023.0,SQL Injection,pii_customer,434510.0,10700,19.2,72.9,72,4.0,8.44,100.0,72.9
Telecommunications,USA,2019.0,DDoS,pii_customer,513601.0,45000,34.5,57.52,14,1.0,4.22,100.0,57.52
Healthcare,Japan,2015.0,Malware,pii_customer,821803.0,10700,19.2,5.79,40,3.0,8.44,100.0,5.79
IT,Russia,2020.0,Man-in-the-Middle,pii_customer,12585.0,8900,12.3,14.68,30,3.0,4.22,100.0,14.68
Telecommunications,Russia,2020.0,Man-in-the-Middle,pii_customer,405253.0,45000,34.5,10.12,52,4.0,4.22,100.0,10.12
IT,Japan,2017.0,DDoS,pii_customer,703035.0,8900,12.3,86.89,15,1.0,4.22,100.0,86.89
Government,Australia,2022.0,Phishing,pii_customer,580402.0,2300,8.9,9.84,70,4.0,4.22,100.0,9.84
Education,France,2017.0,Man-in-the-Middle,pii_customer,640572.0,3400,2.1,49.94,51,4.0,3.376,100.0,49.94
Banking,Japan,2023.0,Phishing,pii_customer,85528.0,8900,12.3,75.13,55,4.0,4.22,100.0,75.13
Healthcare,UK,2024.0,Malware,pii_customer,79940.0,10700,19.2,33.21,64,4.0,8.44,100.0,33.21
Telecommunications,China,2023.0,SQL Injection,pii_customer,215401.0,45000,34.5,54.41,50,4.0,4.22,100.0,54.41
IT,France,2018.0,Malware,pii_customer,450313.0,8900,12.3,59.56,26,3.0,4.22,100.0,59.56
Retail,Australia,2016.0,Malware,pii_customer,461668.0,23000,8.9,45.71,10,1.0,3.798,100.0,45.71
Banking,France,2021.0,Man-in-the-Middle,pii_customer,71156.0,8900,12.3,4.94,34,3.0,4.22,100.0,4.94
Government,India,2017.0,Ransomware,pii_customer,201732.0,2300,8.9,89.47,39,3.0,4.22,100.0,89.47
Government,Russia,2018.0,Man-in-the-Middle,pii_customer,322132.0,2300,8.9,45.91,44,4.0,4.22,100.0,45.91
Banking,Japan,2021.0,Phishing,pii_customer,854309.0,8900,12.3,82.85,16,1.0,4.22,100.0,82.85
Retail,USA,2016.0,Phishing,pii_customer,998085.0,23000,8.9,89.85,7,1.0,3.798,100.0,89.85
IT,France,2018.0,Malware,pii_customer,479628.0,8900,12.3,10.81,13,1.0,4.22,100.0,10.81
Healthcare,Russia,2022.0,Malware,pii_customer,554162.0,10700,19.2,34.32,33,3.0,8.44,100.0,34.32
Government,USA,2022.0,Phishing,pii_customer,653402.0,2300,8.9,92.54,5,1.0,4.22,100.0,92.54
Government,UK,2016.0,Man-in-the-Middle,pii_customer,119785.0,2300,8.9,62.9,14,1.0,4.22,100.0,62.9
Banking,Germany,2018.0,DDoS,pii_customer,754656.0,8900,12.3,48.76,35,3.0,4.22,100.0,48.76
Retail,USA,2016.0,Malware,pii_customer,848855.0,23000,8.9,41.11,37,3.0,3.798,100.0,41.11
Healthcare,China,2021.0,SQL Injection,pii_customer,328454.0,10700,19.2,57.2,10,1.0,8.44,100.0,57.2
Education,Russia,2018.0,DDoS,pii_customer,510702.0,3400,2.1,13.13,15,1.0,3.376,100.0,13.13
Education,Australia,2015.0,Man-in-the-Middle,pii_customer,248083.0,3400,2.1,20.96,70,4.0,3.376,100.0,20.96
Government,Brazil,2023.0,DDoS,pii_customer,746425.0,2300,8.9,42.75,24,2.0,4.22,100.0,42.75
Education,Japan,2018.0,Ransomware,pii_customer,336607.0,3400,2.1,82.89,17,1.0,3.376,100.0,82.89
Government,Brazil,2021.0,Ransomware,pii_customer,570810.0,2300,8.9,21.21,72,4.0,4.22,100.0,21.21
Banking,France,2020.0,Malware,pii_customer,162930.0,8900,12.3,12.25,13,1.0,4.22,100.0,12.25
Education,Japan,2015.0,SQL Injection,pii_customer,244406.0,3400,2.1,61.87,43,4.0,3.376,100.0,61.87
Education,Japan,2016.0,DDoS,pii_customer,604557.0,3400,2.1,71.12,20,2.0,3.376,100.0,71.12
Education,Germany,2024.0,Man-in-the-Middle,pii_customer,313397.0,3400,2.1,26.58,36,3.0,3.376,100.0,26.58
Retail,Australia,2023.0,Malware,pii_customer,696902.0,23000,8.9,5.24,21,2.0,3.798,100.0,5.24
Banking,UK,2024.0,Phishing,pii_customer,156576.0,8900,12.3,30.39,72,4.0,4.22,100.0,30.39
Healthcare,UK,2020.0,Phishing,pii_customer,843310.0,10700,19.2,66.55,71,4.0,8.44,100.0,66.55
Telecommunications,China,2016.0,DDoS,pii_customer,281862.0,45000,34.5,83.02,4,1.0,4.22,100.0,83.02
IT,India,2024.0,Ransomware,pii_customer,526308.0,8900,12.3,88.23,23,2.0,4.22,100.0,88.23
IT,Russia,2018.0,DDoS,pii_customer,826924.0,8900,12.3,5.18,35,3.0,4.22,100.0,5.18
IT,China,2024.0,DDoS,pii_customer,928751.0,8900,12.3,13.77,26,3.0,4.22,100.0,13.77
Education,China,2021.0,Ransomware,pii_customer,304804.0,3400,2.1,21.9,53,4.0,3.376,100.0,21.9
Education,Brazil,2024.0,Man-in-the-Middle,pii_customer,960625.0,3400,2.1,34.42,48,4.0,3.376,100.0,34.42
Government,France,2019.0,Ransomware,pii_customer,264088.0,2300,8.9,57.9,28,3.0,4.22,100.0,57.9
Healthcare,Australia,2022.0,Phishing,pii_customer,633750.0,10700,19.2,61.97,45,4.0,8.44,100.0,61.97
Healthcare,China,2021.0,Ransomware,pii_customer,255531.0,10700,19.2,56.11,17,1.0,8.44,100.0,56.11
Banking,Australia,2018.0,Ransomware,pii_customer,874035.0,8900,12.3,50.64,38,3.0,4.22,100.0,50.64
Healthcare,USA,2017.0,DDoS,pii_customer,632431.0,10700,19.2,64.99,55,4.0,8.44,100.0,64.99
Education,Brazil,2018.0,Ransomware,pii_customer,939146.0,3400,2.1,69.04,56,4.0,3.376,100.0,69.04
Retail,India,2022.0,Man-in-the-Middle,pii_customer,633855.0,23000,8.9,13.82,37,3.0,3.798,100.0,13.82
Government,Australia,2016.0,Malware,pii_customer,686176.0,2300,8.9,22.48,62,4.0,4.22,100.0,22.48
Retail,China,2022.0,Malware,pii_customer,561807.0,23000,8.9,11.31,17,1.0,3.798,100.0,11.31
Government,India,2023.0,SQL Injection,pii_customer,15768.0,2300,8.9,60.53,66,4.0,4.22,100.0,60.53
Healthcare,Germany,2019.0,Malware,pii_customer,32423.0,10700,19.2,98.45,45,4.0,8.44,100.0,98.45
IT,China,2021.0,SQL Injection,pii_customer,329378.0,8900,12.3,97.06,61,4.0,4.22,100.0,97.06
Healthcare,India,2020.0,Phishing,pii_customer,541451.0,10700,19.2,64.7,17,1.0,8.44,100.0,64.7
Education,China,2020.0,Man-in-the-Middle,pii_customer,255393.0,3400,2.1,1.05,71,4.0,3.376,100.0,1.05
Government,Japan,2017.0,Phishing,pii_customer,141115.0,2300,8.9,89.97,9,1.0,4.22,100.0,89.97
Telecommunications,India,2015.0,Man-in-the-Middle,pii_customer,358210.0,45000,34.5,48.58,11,1.0,4.22,100.0,48.58
Education,Japan,2023.0,Man-in-the-Middle,pii_customer,60322.0,3400,2.1,16.42,22,2.0,3.376,100.0,16.42
Government,China,2019.0,Ransomware,pii_customer,555153.0,2300,8.9,15.42,11,1.0,4.22,100.0,15.42
Healthcare,India,2018.0,SQL Injection,pii_customer,98266.0,10700,19.2,47.15,18,2.0,8.44,100.0,47.15
IT,Russia,2019.0,Man-in-the-Middle,pii_customer,633511.0,8900,12.3,52.8,58,4.0,4.22,100.0,52.8
Banking,UK,2015.0,Man-in-the-Middle,pii_customer,976213.0,8900,12.3,64.88,28,3.0,4.22,100.0,64.88
Telecommunications,Brazil,2016.0,DDoS,pii_customer,838739.0,45000,34.5,94.1,21,2.0,4.22,100.0,94.1
IT,China,2023.0,Ransomware,pii_customer,367503.0,8900,12.3,23.18,17,1.0,4.22,100.0,23.18
Education,China,2018.0,Ransomware,pii_customer,598614.0,3400,2.1,17.44,59,4.0,3.376,100.0,17.44
Retail,France,2022.0,Phishing,pii_customer,629571.0,23000,8.9,22.72,41,3.0,3.798,100.0,22.72
Education,Japan,2021.0,Man-in-the-Middle,pii_customer,834355.0,3400,2.1,69.99,71,4.0,3.376,100.0,69.99
IT,USA,2020.0,Man-in-the-Middle,pii_customer,731495.0,8900,12.3,87.88,3,1.0,4.22,100.0,87.88
Retail,UK,2020.0,SQL Injection,pii_customer,354637.0,23000,8.9,69.91,63,4.0,3.798,100.0,69.91
Banking,USA,2020.0,Ransomware,pii_customer,60428.0,8900,12.3,27.45,27,3.0,4.22,100.0,27.45
Retail,China,2024.0,DDoS,pii_customer,95351.0,23000,8.9,13.17,11,1.0,3.798,100.0,13.17
Retail,Brazil,2020.0,Phishing,pii_customer,826159.0,23000,8.9,50.99,3,1.0,3.798,100.0,50.99
Healthcare,France,2020.0,SQL Injection,pii_customer,234301.0,10700,19.2,66.92,32,3.0,8.44,100.0,66.92
Healthcare,UK,2020.0,Phishing,pii_customer,551014.0,10700,19.2,39.47,71,4.0,8.44,100.0,39.47
Telecommunications,Brazil,2017.0,SQL Injection,pii_customer,809757.0,45000,34.5,4.35,61,4.0,4.22,100.0,4.35
Healthcare,UK,2017.0,Malware,pii_customer,612319.0,10700,19.2,24.06,47,4.0,8.44,100.0,24.06
